period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2011_Q3,Department of Health,contappro_fy,            Allotment Releases in FY 2011,,,236800,129351,366151,,77000,55000,132000,,159800,74351,234151,
2011_Q3,Department of the Interior and Local Government,budget,Department of the Interior and Local Government,,82178489,10784201,4059221,97021911,64214719,7547062,657925,72419706,17963770,3237139,3401296,24602205,0.7464262995
2011_Q3,Department of the Interior and Local Government,budget_curr,      Current Year Budget,,82178489,10215652,2428579,94822720,64214719,7211013,131866,71557598,17963770,3004639,2296713,23265122,
2011_Q3,Department of the Interior and Local Government,budget_agency,            Agency Specific Budget,,68788268,10022010,2012259,80822537,52262502,7036766,131866,59431134,16525766,2985244,1880393,21391403,
2011_Q3,Department of the Interior and Local Government,budget_spf,            Special Purpose Funds,,13025118,42029,,13067147,11694267,172633,,11866900,1330851,-130604,0,1200247,
2011_Q3,Department of the Interior and Local Government,budget_automatic,            Automatic Appro,,365103,151613,416320,933036,257950,1614,,259564,107153,149999,416320,673472,
2011_Q3,Department of the Interior and Local Government,contappro,     Continuing Appro,,,568549,1630642,2199191,,336049,526059,862108,,232500,1104583,1337083,
2011_Q3,Department of the Interior and Local Government,contappro_end,            Unobligated Allotment as of 12/31/10,,,560049,1225380,1785429,,336049,526059,862108,,224000,699321,923321,
2011_Q3,Department of the Interior and Local Government,contappro_fy,            Allotment Releases in FY 2011,,,8500,405262,413762,,,,,,8500,405262,413762,
2011_Q3,Department of Justice,budget,Department of Justice,,7256011,2437876,205395,9899282,5148654,1748824,41173,6938651,2107357,689052,164222,2960631,0.7009246731
2011_Q3,Department of Justice,budget_curr,      Current Year Budget,,7256011,2299464,110964,9666439,5148654,1629721,18570,6796945,2107357,669743,92394,2869494,
2011_Q3,Department of Justice,budget_agency,            Agency Specific Budget,,5498682,2027842,64391,7590915,4116237,1433468,18264,5567969,1382445,594374,46127,2022946,
2011_Q3,Department of Justice,budget_spf,            Special Purpose Funds,,1150120,27500,15000,1192620,651143,11512,,662655,498977,15988,15000,529965,
2011_Q3,Department of Justice,budget_automatic,            Automatic Appro,,607209,244122,31573,882904,381274,184741,306,566321,225935,59381,31267,316583,
2011_Q3,Department of Justice,contappro,     Continuing Appro,,,138412,94431,232843,,119103,22603,141706,,19309,71828,91137,
2011_Q3,Department of Justice,contappro_end,            Unobligated Allotment as of 12/31/10,,,127912,66931,194843,,108603,22603,131206,,19309,44328,63637,
2011_Q3,Department of Justice,contappro_fy,            Allotment Releases in FY 2011,,,10500,27500,38000,,10500,,10500,,,27500,27500,
2011_Q3,Department of Labor and Employment,budget,Department of Labor and Employment,,3604254,4030654,215344,7850252,2667560,2376281,147826,5191667,936694,1654373,67518,2658585,0.6613376233
2011_Q3,Department of Labor and Employment,budget_curr,      Current Year Budget,,3604254,3439686,169733,7213673,2667550,2278552,71814,5017916,936704,1161134,97919,2195757,
2011_Q3,Department of Labor and Employment,budget_agency,            Agency Specific Budget,,2752465,3298804,169733,6221002,2235703,2137320,71814,4444837,516762,1161484,97919,1776165,
2011_Q3,Department of Labor and Employment,budget_spf,            Special Purpose Funds,,583589,134620,,718209,260890,134970,,395860,322699,-350,0,322349,
2011_Q3,Department of Labor and Employment,budget_automatic,            Automatic Appro,,268200,6262,,274462,170957,6262,,177219,97243,,,97243,
2011_Q3,Department of Labor and Employment,contappro,     Continuing Appro,,,590968,45611,274462,10,97729,76012,173751,268190,493239,-30401,100711,
2011_Q3,Department of Labor and Employment,contappro_end,            Unobligated Allotment as of 12/31/10,,,370918,45611,636579,,56603,76012,132615,0,314315,-30401,503964,
2011_Q3,Department of Labor and Employment,contappro_fy,            Allotment Releases in FY 2011,,,220050,,416529,10,41126,,41136,-10,178924,0,375393,
2011_Q3,Department of National Defense,budget,Department of National Defense,,85123344,19016137,14645042,118784523,65930320,13772078,118465,79820863,19193024,5244059,14526577,38963660,0.6710255588
2011_Q3,Department of National Defense,budget_curr,      Current Year Budget,,85123344,18061263,14525042,117709649,65930320,13031264,24599,78986183,19193024,5029999,14500443,38723466,
2011_Q3,Department of National Defense,budget_agency,            Agency Specific Budget,,73733492,17021134,86002,90840628,59302718,12019538,24599,71346855,14430774,5001596,61403,19493773,
2011_Q3,Department of National Defense,budget_spf,            Special Purpose Funds,,11200984,132500,,11333484,6497920,145583,,6643503,4703064,-13083,0,4689981,
2011_Q3,Department of National Defense,budget_automatic,            Automatic Appro,,188868,907629,14439040,15535537,129682,866143,,995825,59186,41486,14439040,14539712,
2011_Q3,Department of National Defense,contappro,     Continuing Appro,,,954874,120000,1074874,,740814,93866,834680,,214060,26134,240194,
2011_Q3,Department of National Defense,contappro_end,            Unobligated Allotment as of 12/31/10,,,906374,,906374,,692314,,692314,,214060,,214060,
2011_Q3,Department of National Defense,contappro_fy,            Allotment Releases in FY 2011,,,48500,120000,168500,,48500,93866,142366,,,26134,26134,
2011_Q3,Department of Public Works and Highway,budget,Department of Public Works and Highway,,4862856,13660711,119653136,138176703,3091089,6726457,66109683,75927229,1771767,6934254,53543453,62249474,0.5494937088
2011_Q3,Department of Public Works and Highway,budget_curr,      Current Year Budget,,4862856,9309508,87507670,101680034,3091089,5485699,44966980,53543768,1771767,3823809,42540690,48136266,
2011_Q3,Department of Public Works and Highway,budget_agency,            Agency Specific Budget,,3822452,5715990,79072676,88611118,2561144,3049679,42022572,47633395,1261308,2666311,37050104,40977723,
2011_Q3,Department of Public Works and Highway,budget_spf,            Special Purpose Funds,,631428,2000,8360607,8994035,300697,,2944313,3245010,330731,2000,5416294,5749025,
2011_Q3,Department of Public Works and Highway,budget_automatic,            Automatic Appro,,408976,3591518,74387,4074881,229248,2436020,95,2665363,179728,1155498,74292,1409518,
2011_Q3,Department of Public Works and Highway,contappro,     Continuing Appro,,,4351203,32145466,36496669,,1240758,21142703,22383461,,3110445,11002763,14113208,
2011_Q3,Department of Public Works and Highway,contappro_end,            Unobligated Allotment as of 12/31/10,,,4351203,25430192,29781395,,1240758,19040221,20280979,,3110445,6389971,9500416,
2011_Q3,Department of Public Works and Highway,contappro_fy,            Allotment Releases in FY 2011,,,,6715274,6715274,,,2102482,2102482,,,4612792,4612792,
2011_Q3,Department of Science and Technology,budget,Department of Science and Technology,,1670104,4444068,636088,6750260,1288964,3127228,203073,4619265,381140,1316840,433015,2130995,0.684309197
2011_Q3,Department of Science and Technology,budget_curr,      Current Year Budget,,1670104,4087267,608676,6366047,1288964,2887302,191309,4367575,381140,1199965,417367,1998472,
2011_Q3,Department of Science and Technology,budget_agency,            Agency Specific Budget,,1315243,4061229,608412,5984884,1045356,2867082,194267,4103705,269887,1194147,417145,1881179,
2011_Q3,Department of Science and Technology,budget_spf,            Special Purpose Funds,,228179,1374,,229553,149330,201,42,149573,78849,1173,-42,79980,
2011_Q3,Department of Science and Technology,budget_automatic,            Automatic Appro,,126682,24664,264,151610,94278,20019,,114297,32404,4645,264,37313,
2011_Q3,Department of Science and Technology,contappro,     Continuing Appro,,,356801,27412,384213,,239926,11764,251690,,116875,15648,132523,
2011_Q3,Department of Science and Technology,contappro_end,            Unobligated Allotment as of 12/31/10,,,356801,16065,372866,,239926,11764,251690,,116875,4301,121176,
2011_Q3,Department of Science and Technology,contappro_fy,            Allotment Releases in FY 2011,,,,11347,11347,,,,,,,11347,11347,
2011_Q3,Department of Social Welfare and Develpment,budget,Department of Social Welfare and Develpment,,968376,35093542,337906,36399824,683862,20123206,254734,21061802,284514,14970336,83172,15338022,0.5786237318
2011_Q3,Department of Social Welfare and Develpment,budget_curr,      Current Year Budget,,968376,34510772,337906,35817054,683862,17252978,42166,17979006,284514,17257794,295740,17838048,
2011_Q3,Department of Social Welfare and Develpment,budget_agency,            Agency Specific Budget,,752033,33142892,326957,34221882,543112,16749069,41318,17333499,208921,16393823,285639,16888383,
2011_Q3,Department of Social Welfare and Develpment,budget_spf,            Special Purpose Funds,,138022,1346740,8449,1493211,89193,493754,113,583060,48829,852986,8336,910151,
2011_Q3,Department of Social Welfare and Develpment,budget_automatic,            Automatic Appro,,78321,21140,2500,101961,51557,10155,735,62447,26764,10985,1765,39514,
2011_Q3,Department of Social Welfare and Develpment,contappro,     Continuing Appro,,,582770,,582770,,2870228,212568,3082796,0,-2287458,-212568,-2500026,
2011_Q3,Department of Social Welfare and Develpment,contappro_end,            Unobligated Allotment as of 12/31/10,,,4520,,4520,,2291978,212568,2504546,0,-2287458,-212568,-2500026,
2011_Q3,Department of Social Welfare and Develpment,contappro_fy,            Allotment Releases in FY 2011,,,578250,,578250,,,,0,0,578250,0,578250,
2011_Q3,Department of Tourism,budget,Department of Tourism,,358501,1268539,,1627040,236131,843333,,1079464,122370,425206,,547576,0.6634526502
2011_Q3,Department of Tourism,budget_curr,      Current Year Budget,,358501,1140082,,1498583,236131,760826,,996957,122370,379256,,501626,
2011_Q3,Department of Tourism,budget_agency,            Agency Specific Budget,,291450,1140082,,1431532,214731,760826,,975557,76719,379256,,455975,
2011_Q3,Department of Tourism,budget_spf,            Special Purpose Funds,,42754,,,42754,9383,,,9383,33371,,,33371,
2011_Q3,Department of Tourism,budget_automatic,            Automatic Appro,,24297,,,24297,12017,,,12017,12280,,,12280,
2011_Q3,Department of Tourism,contappro,     Continuing Appro,,,128457,,128457,,82507,,82507,,45950,,45950,
2011_Q3,Department of Tourism,contappro_end,            Unobligated Allotment as of 12/31/10,,,41158,,41158,,4383,,4383,,36775,,36775,
2011_Q3,Department of Tourism,contappro_fy,            Allotment Releases in FY 2011,,,87299,,87299,,78124,,78124,,9175,,9175,
2011_Q3,Department of Trade and Industry,budget,Department of Trade and Industry,,1254863,1449290,585424,3289577,942328,1038995,319591,2300914,312535,410295,265833,988663,0.6994558875
2011_Q3,Department of Trade and Industry,budget_curr,      Current Year Budget,,1254863,1309006,271424,2835293,935050,951115,6498,1892663,319813,357891,264926,942630,
2011_Q3,Department of Trade and Industry,budget_agency,            Agency Specific Budget,,1017051,1272679,271424,2561154,823559,938242,6498,1768299,193492,334437,264926,792855,
2011_Q3,Department of Trade and Industry,budget_spf,            Special Purpose Funds,,147664,13616,,161280,71251,12873,,84124,76413,743,,77156,
2011_Q3,Department of Trade and Industry,budget_automatic,            Automatic Appro,,90148,22711,,112859,40240,,,40240,49908,22711,,72619,
2011_Q3,Department of Trade and Industry,contappro,     Continuing Appro,,,140284,314000,454284,7278,87880,313093,408251,-7278,52404,907,46033,
2011_Q3,Department of Trade and Industry,contappro_end,            Unobligated Allotment as of 12/31/10,,,140284,314000,454284,7278,87880,313093,408251,-7278,52404,907,46033,
2011_Q3,Department of Trade and Industry,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,Department of Transportation and Communications,budget,Department of Transportation and Communications,,3923838,10839719,10847858,25611415,3213696,7006634,7884159,18104489,710142,3833085,2963699,7506926,
2011_Q3,Department of Transportation and Communications,budget_curr,      Current Year Budget,,3923838,11260155,11142088,26326081,3213696,7343038,8139513,18696247,710142,3917117,3002575,7629834,0.7101796504
2011_Q3,Department of Transportation and Communications,budget_agency,            Agency Specific Budget,,3041673,10392148,10797858,24231679,2552067,6579205,7884159,17015431,489606,3812943,2913699,7216248,
2011_Q3,Department of Transportation and Communications,budget_spf,            Special Purpose Funds,,576710,,,576710,455224,106,,455330,121486,-106,0,121380,
2011_Q3,Department of Transportation and Communications,budget_automatic,            Automatic Appro,,305455,447571,50000,803026,206405,427323,,633728,99050,20248,50000,169298,
2011_Q3,Department of Transportation and Communications,contappro,     Continuing Appro,,,420436,294230,714666,,336404,255354,591758,,84032,38876,122908,
2011_Q3,Department of Transportation and Communications,contappro_end,            Unobligated Allotment as of 12/31/10,,,420036,290730,710766,,336004,255339,591343,,84032,35391,119423,
2011_Q3,Department of Transportation and Communications,contappro_fy,            Allotment Releases in FY 2011,,,400,3500,3900,,400,15,415,,,3485,3485,
2011_Q3,National Economic and Development Authority,budget,National Economic and Development,,1370221,1821107,75466,3266794,1027165,659951,32063,1719179,343056,1161156,43403,1547615,0.5262587724
2011_Q3,National Economic and Development Authority,budget_curr,      Current Year Budget,,1370221,1286985,46228,2703434,1027165,509985,24857,1562007,343056,777000,21371,1141427,
2011_Q3,National Economic and Development Authority,budget_agency,            Agency Specific Budget,,1083964,965749,45837,2095550,830763,499219,24857,1354839,253201,466530,20980,740711,
2011_Q3,National Economic and Development Authority,budget_spf,            Special Purpose Funds,,182624,313896,,496520,124763,8203,,132966,57861,305693,,363554,
2011_Q3,National Economic and Development Authority,budget_automatic,            Automatic Appro,,103633,7340, 391,111364,71639,2563,,74202,31994,4777,391,37162,
2011_Q3,National Economic and Development Authority,contappro,     Continuing Appro,,,534122,29238,563360,,149966,7206,157172,,384156,22032,406188,
2011_Q3,National Economic and Development Authority,contappro_end,            Unobligated Allotment as of 12/31/2010,,,529122,29238,558360,,149966,7206,157172,,379156,22032,401188,
2011_Q3,National Economic and Development Authority,contappro_fy,            Allotment Releases in FY 2011,,,5000,,5000,,,,,,5000,,5000,
2011_Q3,Presidential Communications Operations Office,budget,Presidential Communications Operations Office,,607929,461634,8018,1077581,460715,345359,3295,809369,147214,116275,4723,268212,0.7510980613
2011_Q3,Presidential Communications Operations Office,budget_curr,      Current Year Budget,,607929,393493,,1001422,460715,290175,,750890,147214,103318,,250532,
2011_Q3,Presidential Communications Operations Office,budget_agency,            Agency Specific Budget,,476271,354529,,830800,370123,263070,,633193,106148,91459,,197607,
2011_Q3,Presidential Communications Operations Office,budget_spf,            Special Purpose Funds,,79628,24982,,104610,53406,27105,,80511,26222,-2123,0,24099,
2011_Q3,Presidential Communications Operations Office,budget_automatic,            Automatic Appro,,2030,13982,,66012,37186,,,37186,14844,13982,,28826,
2011_Q3,Presidential Communications Operations Office,contappro,     Continuing Appro,,,68141,8018,76159,,55184,3295,58479,,12957,4723,17680,
2011_Q3,Presidential Communications Operations Office,contappro_end,            Unobligated Allotment as of 12/31/2010,,,22609,3018,25627,,20167,3925,24092,0,2442,-907,1535,
2011_Q3,Presidential Communications Operations Office,contappro_fy,            Allotment Releases in FY 2011,,,45532,"5,000 ",50532,,35017,,35017,,10515,5000,15515,
2011_Q3,Other Executive Office,budget,Other Executive Office,,3228634,4548577,269739,8046950,2451482,2794502,135468,5381452,777152,1754075,134271,2665498,0.6687567339
2011_Q3,Other Executive Office,budget_curr,      Current Year Budget,,3228634,3751625,139521,7119780,2404733,2274163,88757,4767653,823901,1477462,50764,2352127,
2011_Q3,Other Executive Office,budget_agency,            Agency Specific Budget,,2464856,2489183,95138,5049177,1928377,1527534,43152,3499063,536479,961649,51986,1550114,
2011_Q3,Other Executive Office,budget_spf,            Special Purpose Funds,,494652,188588,33977,717217,292701,115577,40342,448620,201951,73011,-6365,268597,
2011_Q3,Other Executive Office,budget_automatic,            Automatic Appro,,269126,1073854,10406,1353386,183655,631052,5263,819970,85471,442802,5143,533416,
2011_Q3,Other Executive Office,contappro,     Continuing Appro,,,796952,130218,927170,46749,520339,46711,613799,-46749,276613,83507,313371,
2011_Q3,Other Executive Office,contappro_end,            Unobligated Allotment as of 12/31/10,,0,715371,128218,843589,4849,478177,45357,528383,-4849,237194,82861,315206,
2011_Q3,Other Executive Office,contappro_fy,            Allotment Releases in FY 2011,,,81581,2000,83581,41900,42162,1354,85416,-41900,39419,646,-1835,
2011_Q3,Autonomous Region in Muslim Mindanao ,budget,Autonomous Region in Muslim Mindanao ,,8275329,2240319,2376759,12892407,6061504,1828098,1825348,9714950,2213825,412221,551411,3177457,0.7535404366
2011_Q3,Autonomous Region in Muslim Mindanao ,budget_curr,      Current Year Budget,,8275329,2240319,2328650,12844298,6061504,1802174,1777239,9640917,2213825,438145,551411,3203381,
2011_Q3,Autonomous Region in Muslim Mindanao ,budget_agency,            Agency Specific Budget,,7082838,2158339,2303650,11544827,5235128,1802174,1777239,8814541,1847710,356165,526411,2730286,
2011_Q3,Autonomous Region in Muslim Mindanao ,budget_spf,            Special Purpose Funds,,1013525,81980,25000,1120505,693813,,,693813,319712,81980,25000,426692,
2011_Q3,Autonomous Region in Muslim Mindanao ,budget_automatic,            Automatic Appro,,178966,,,178966,132563,,,132563,46403,,,46403,
2011_Q3,Autonomous Region in Muslim Mindanao ,contappro,     Continuing Appro,,,,48109,48109,,25924,48109,,0,-25924,0,48109,
2011_Q3,Autonomous Region in Muslim Mindanao ,contappro_end,            Unobligated Allotment as of 12/31/10,,,,,0,,25924,48109,74033,0,-25924,-48109,-74033,
2011_Q3,Autonomous Region in Muslim Mindanao ,contappro_fy,            Allotment Releases in FY 2011,,,,48109,48109,,,,,,,48109,48109,
2011_Q3,Joint Legislative-Executive Councils ,budget,Joint Legislative-Executive Councils ,,1625,557,60,2242,1316,138,,1454,309,419,60,788,0.6485280999
2011_Q3,Joint Legislative-Executive Councils ,budget_curr,      Current Year Budget,,1625,500,60,2185,1316,136,,1452,309,364,60,733,
2011_Q3,Joint Legislative-Executive Councils ,budget_agency,            Agency Specific Budget,,1625,500,60,2185,1316,136,,1452,309,364,60,733,
2011_Q3,Joint Legislative-Executive Councils ,budget_spf,            Special Purpose Funds,,,,,0,,,,0,0,0,0,0,
2011_Q3,Joint Legislative-Executive Councils ,budget_automatic,            Automatic Appro,,,57,,57,,2,,2,,55,,55,
2011_Q3,Joint Legislative-Executive Councils ,contappro,     Continuing Appro,,,57,,57,,2,,2,,55,,55,
2011_Q3,Joint Legislative-Executive Councils ,contappro_end,            Unobligated Allotment as of 12/31/10,,,,,0,,,,0,0,0,0,0,
2011_Q3,Joint Legislative-Executive Councils ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,The Judiciary ,budget,The Judiciary ,,12437040,5504795,85118,18026953,8991640,2178715,100738,11271093,3445400,3326080,-15620,6755860,0.6252356125
2011_Q3,The Judiciary ,budget_curr,      Current Year Budget,,12437040,3500519,85118,16022677,8989300,2156426,63828,11209554,3447740,1344093,21290,4813123,
2011_Q3,The Judiciary ,budget_agency,            Agency Specific Budget,,10035881,3500519,85118,13621518,7260719,2156426,63828,9480973,2775162,1344093,21290,4140545,
2011_Q3,The Judiciary ,budget_spf,            Special Purpose Funds,,1621519,,,1621519,1130283,,,1130283,491236,,,491236,
2011_Q3,The Judiciary ,budget_automatic,            Automatic Appro,,779640,,,779640,598298,,,598298,181342,,,181342,
2011_Q3,The Judiciary ,contappro,     Continuing Appro,,,2004276,,2004276,2340,22289,36910,61539,-2340,1981987,-36910,1942737,
2011_Q3,The Judiciary ,contappro_end,            Unobligated Allotment as of 12/31/10,,,2004276,,2004276,2340,22289,36910,61539,-2340,1981987,-36910,1942737,
2011_Q3,The Judiciary ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,Civil Service Commission ,budget,Civil Service Commission ,,684385,128179,5800,818364,329178,63959,,393137,355207,64220,5800,425227,0.4803938101
2011_Q3,Civil Service Commission ,budget_curr,      Current Year Budget,,684385,128179,5800,818364,329178,63959,,393137,355207,64220,5800,425227,
2011_Q3,Civil Service Commission ,budget_agency,            Agency Specific Budget,,532873,128179,5800,666852,319790,63959,,383749,213083,64220,5800,283103,
2011_Q3,Civil Service Commission ,budget_spf,            Special Purpose Funds,,95084,,,95084,8523,,,8523,86561,,,86561,
2011_Q3,Civil Service Commission ,budget_automatic,            Automatic Appro,,56428,,,56428,865,,,865,55563,,,55563,
2011_Q3,Civil Service Commission ,contappro,     Continuing Appro,,,,,0,,,,0,0,0,0,0,
2011_Q3,Civil Service Commission ,contappro_end,            Unobligated Allotment as of 12/31/10,,,,,0,,,,0,0,0,0,0,
2011_Q3,Civil Service Commission ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,Commission on Audit ,budget,Commission on Audit ,,5154775,191928,37177,5383880,3714353,163157,29697,3907207,1440422,28771,7480,1476673,0.7257232702
2011_Q3,Commission on Audit ,budget_curr,      Current Year Budget,,5154775,186484,,5341259,3714353,162076,,3876429,1440422,24408,,1464830,
2011_Q3,Commission on Audit ,budget_agency,            Agency Specific Budget,,3968345,181289,,4149634,2839751,162076,,3001827,1128594,19213,,1147807,
2011_Q3,Commission on Audit ,budget_spf,            Special Purpose Funds,,774730,,,774730,574971,,,574971,199759,,,199759,
2011_Q3,Commission on Audit ,budget_automatic,            Automatic Appro,,411700,5195,,416895,299631,,,299631,112069,5195,,117264,
2011_Q3,Commission on Audit ,contappro,     Continuing Appro,,,5444,37177,42621,,1081,29697,30778,,4363,7480,11843,
2011_Q3,Commission on Audit ,contappro_end,            Unobligated Allotment as of 12/31/10,,,5444,37177,42621,,1081,29697,30778,,4363,7480,11843,
2011_Q3,Commission on Audit ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,Commission on Elections ,budget,Commission on Elections ,,1908575,6026815,,7935390,1349051,1245752,-3673,2591130,559524,4781063,3673,5344260,0.3265283748
2011_Q3,Commission on Elections ,budget_curr,      Current Year Budget,,1908575,709331,,2617906,1301969,154188,,1456157,606606,555143,,1161749,
2011_Q3,Commission on Elections ,budget_agency,            Agency Specific Budget,,1546114,709331,,2255445,1130572,154188,,1284760,415542,555143,,970685,
2011_Q3,Commission on Elections ,budget_spf,            Special Purpose Funds,,218828,,,218828,159560,,,159560,59268,,,59268,
2011_Q3,Commission on Elections ,budget_automatic,            Automatic Appro,,143633,,,143633,11837,,,11837,131796,,,131796,
2011_Q3,Commission on Elections ,contappro,     Continuing Appro,,,5317484,,5317484,47082,1091564,-3673,1134973,-47082,4225920,3673,4182511,
2011_Q3,Commission on Elections ,contappro_end,            Unobligated Allotment as of 12/31/10,,,5317484,,5317484,47082,1091564,-3673,1134973,-47082,4225920,3673,4182511,
2011_Q3,Commission on Elections ,contappro_fy,            Allotment Releases in FY 2011,,,10000,,10000,,,,,,10000,,10000,
2011_Q3,Office of the Ombudsman ,budget,Office of the Ombudsman ,,1034353,878745,,1913098,887177,157810,59685,1104672,147176,720935,-59685,808426,0.5774257252
2011_Q3,Office of the Ombudsman ,budget_curr,      Current Year Budget,,1034353,185353,,1219706,856079,143054,35,999168,178274,42299,-35,220538,
2011_Q3,Office of the Ombudsman ,budget_agency,            Agency Specific Budget,,843548,185353,,1028901,695875,143054,35,838964,147673,42299,-35,189937,
2011_Q3,Office of the Ombudsman ,budget_spf,            Special Purpose Funds,,102994,,,102994,121561,,,121561,-18567,0,0,-18567,
2011_Q3,Office of the Ombudsman ,budget_automatic,            Automatic Appro,,87811,,,87811,38643,,,38643,49168,,,49168,
2011_Q3,Office of the Ombudsman ,contappro,     Continuing Appro,,,693392,,693392,31098,14756,59650,105504,,678636,-59650,587888,
2011_Q3,Office of the Ombudsman ,contappro_end,            Unobligated Allotment as of 12/31/10,,,693392,,693392,31098,14756,59650,105504,,678636,-59650,587888,
2011_Q3,Office of the Ombudsman ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q3,Commission on Human Rights ,budget,Commission on Human Rights ,,260778,68935,,329713,162221,46461,,208682,98557,22474,,121031,0.6329201457
2011_Q3,Commission on Human Rights ,budget_curr,      Current Year Budget,,260778,68935,,329713,162221,46461,,208682,98557,22474,,121031,
2011_Q3,Commission on Human Rights ,budget_agency,            Agency Specific Budget,,207548,59352,,266900,142572,36878,,179450,64976,22474,,87450,
2011_Q3,Commission on Human Rights ,budget_spf,            Special Purpose Funds,,31505,,,31505,19649,,,19649,11856,,,11856,
2011_Q3,Commission on Human Rights ,budget_automatic,            Automatic Appro,,21725,,,21725,,,,,21725,,,21725,
2011_Q3,Commission on Human Rights ,contappro,     Continuing Appro,,,9583,,9583,,9583,,9583,,,,,
2011_Q3,Commission on Human Rights ,contappro_end,            Unobligated Allotment as of 12/31/10,,,9583,,9583,,9583,,9583,0,0,0,0,
2011_Q3,Commission on Human Rights ,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q2,Congress of the Philippines,budget,Congress of the Philippines,,4308500,6369437,55300,10733237,1986649,2213480,75931,4276060,2321851,4155957,-20631,6457177,0.3983942589
2011_Q2,Congress of the Philippines,budget_curr,      Current Year Budget,,4308500,4811488,55300,9175288,1986649,1862917,2640,3852206,2321851,2948571,52660,5323082,
2011_Q2,Congress of the Philippines,budget_agency,            Agency Specific Budget,,3624550,4811488,55300,8491338,1694673,1862917,2640,3560230,1929877,2948571,52660,4931108,
2011_Q2,Congress of the Philippines,budget_spf,            Special Purpose Funds,,408053,,,408053,168206,,,168206,239847,0,0,239847,
2011_Q2,Congress of the Philippines,budget_automatic,            Automatic Appro,,275897,,,275897,123770,,,123770,152127,0,0,152127,
2011_Q2,Congress of the Philippines,contappro,     Continuing Appro,,,1557949,0,1557949,,350563,73291,423854,0,1207386,-73291,1134095,
2011_Q2,Congress of the Philippines,contappro_end,            Unobligated Allotment as of 12/31/10,,,1512949,0,1512949,,350563,73291,423854,0,1162386,-73291,1089095,
2011_Q2,Congress of the Philippines,contappro_fy,            Allotment Releases in FY 2011,,,45000,0,45000,,,,0,0,45000,0,45000,
2011_Q2,Office of the President,budget,Office of the President,,1822567,3428175,170667,5421409,895660,786531,32378,1714569,926907,2641644,138289,3706840,0.3162589283
2011_Q2,Office of the President,budget_curr,      Current Year Budget,,1822567,2250128,149199,4221894,895660,336856,6864,1239380,926907,1913272,142335,2982514,
2011_Q2,Office of the President,budget_agency,            Agency Specific Budget,,1565804,2194147,96504,3856455,790036,333913,6858,1130807,775768,1860234,89646,2725648,
2011_Q2,Office of the President,budget_spf,            Special Purpose Funds,,124059,44965,52695,221719,39697,637,6,40340,84362,44328,52689,181379,
2011_Q2,Office of the President,budget_automatic,            Automatic Appro,,132704,11016,,143720,65927,2306,0,68233,66777,8710,0,75487,
2011_Q2,Office of the President,contappro,     Continuing Appro,,,1178047,21468,1199515,,449675,25514,475189,0,728372,-4046,724326,
2011_Q2,Office of the President,contappro_end,            Unobligated Allotment as of 12/31/10,,,1172047,21468,1193515,,449533,25514,475047,0,722514,-4046,718468,
2011_Q2,Office of the President,contappro_fy,            Allotment Releases in FY 2011,,,6000,,6000,,142,,142,0,5858,0,5858,
2011_Q2,Office of the Vice-President,budget,Office of the Vice-President,,45473,177902,3236,226611,20048,65337,,85385,25425,112565,3236,141226,0.3767910649
2011_Q2,Office of the Vice-President,budget_curr,      Current Year Budget,,45473,144398,3236,193107,20048,31863,,51911,25425,112535,3236,141196,
2011_Q2,Office of the Vice-President,budget_agency,            Agency Specific Budget,,36570,137301,3236,177107,16652,31464,,48116,19918,105837,3236,128991,
2011_Q2,Office of the Vice-President,budget_spf,            Special Purpose Funds,,5597,7097,,12694,1936,399,,2335,3661,6698,0,10359,
2011_Q2,Office of the Vice-President,budget_automatic,            Automatic Appro,,3306,,,3306,1460,,,1460,1846,0,0,1846,
2011_Q2,Office of the Vice-President,contappro,     Continuing Appro,,,33504,,33504,,33474,,33474,0,30,0,30,
2011_Q2,Office of the Vice-President,contappro_end,            Unobligated Allotment as of 12/31/10,,,33504,,33504,,33474,,33474,0,30,0,30,
2011_Q2,Office of the Vice-President,contappro_fy,            Allotment Releases in FY 2011,,,,,0,,,,0,0,0,0,0,
2011_Q2,Department of Agrarian Reform,budget,Department of Agrarian Reform,,4350468,3938403,2912502,11201373,2570353,3246088,402949,6219390,1780115,692315,2509553,4981983,0.5552346128
2011_Q2,Department of Agrarian Reform,budget_curr,      Current Year Budget,,4350468,3019025,1203709,8573202,2570353,2386447,96146,5052946,1780115,632578,1107563,3520256,
